t,sim,$x$,$y$,$z$,V,control_input,state,status
0.17,0,-2.6381802558898926,-4.434989929199219,-4.359025478363037,0.04338550940155983,"[  9.604876    -5.029165   -11.892947    -0.55994976   0.0363144
   1.512387  ]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.17,1,4.216324806213379,1.133709192276001,-9.507828712463379,0.04845484718680382,"[-1.7692694e+01 -2.6160776e+01 -1.1413694e-01 -6.0486770e-03
  2.3561429e-02 -1.2655200e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.17,2,9.545104026794434,1.5920394659042358,2.3993942737579346,0.04794733226299286,"[-4.3634857e+01 -1.6956417e+01 -2.7553959e+01 -2.5215179e-01
  2.3802737e-02 -1.9233142e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.17,3,7.92296028137207,7.35875129699707,-7.185789108276367,0.05445670336484909,"[-3.5101437e+01 -6.5976357e+01 -1.0291667e+00  2.4498293e-02
  1.8578032e-02 -1.0369941e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.18,0,-2.6351468563079834,-4.437702178955078,-4.371826171875,0.04340404272079468,[ 9.076077   -4.4957876  -9.121806   -0.52261686  0.03568229  1.6727184 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.18,1,4.210397243499756,1.121264934539795,-9.508131980895996,0.048432983458042145,"[-1.6535624e+01 -2.3319738e+01 -8.7049693e-02 -4.4770972e-03
  2.2933656e-02 -1.2885576e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.18,2,9.531346321105957,1.5828578472137451,2.3838720321655273,0.04788251593708992,"[-4.0832039e+01 -1.5128582e+01 -2.1878803e+01 -1.9136284e-01
  2.3061000e-02 -1.9797962e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.18,3,7.911301136016846,7.341561317443848,-7.188575744628906,0.05438753962516785,"[-3.2836624e+01 -5.9151829e+01 -7.8508002e-01  2.9454231e-02
  1.8044466e-02 -1.0593145e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.19,0,-2.6320133209228516,-4.44046688079834,-4.384751319885254,0.04342479631304741,[ 8.580509  -4.014496  -6.9003344 -0.4630872  0.0346793  1.8217933],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.19,1,4.204285144805908,1.108547568321228,-9.50843620300293,0.048411667346954346,"[-1.5445985e+01 -2.0759932e+01 -6.5404661e-02 -3.1116314e-03
  2.2323053e-02 -1.3116176e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.19,2,9.517132759094238,1.5734992027282715,2.3680622577667236,0.047818295657634735,"[-3.8193012e+01 -1.3482280e+01 -1.7340195e+01 -1.3225068e-01
  2.2344710e-02 -2.0184121e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.19,3,7.899275302886963,7.3236823081970215,-7.191373348236084,0.05431784316897392,"[-3.0704618e+01 -5.3004951e+01 -5.9106147e-01  3.3605933e-02
  1.7528987e-02 -1.0816607e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.2,0,-2.6287848949432373,-4.443278789520264,-4.39777135848999,0.04344794154167175,[ 8.116011   -3.5801091  -5.119216   -0.3846399   0.03390533  1.9519556 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.2,1,4.198000431060791,1.0955867767333984,-9.50874137878418,0.04839088022708893,"[-1.4419886e+01 -1.8453569e+01 -4.8106909e-02 -1.9261094e-03
  2.1727543e-02 -1.3346370e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.2,2,9.502492904663086,1.563982605934143,2.3520240783691406,0.04775461181998253,"[-3.5708195e+01 -1.1999447e+01 -1.3711022e+01 -7.7237159e-02
  2.1647543e-02 -2.0412006e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.2,3,7.88690710067749,7.305185794830322,-7.194179058074951,0.054247625172138214,"[-2.8697618e+01 -4.7468384e+01 -4.3700323e-01  3.7048914e-02
  1.7028142e-02 -1.1039573e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.21,0,-2.62546706199646,-4.446132659912109,-4.410863399505615,0.043473564088344574,[ 7.680606   -3.1880393  -3.6907246  -0.29318127  0.03333499  2.0575428 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.21,1,4.191554546356201,1.0824092626571655,-9.509047508239746,0.048370592296123505,"[-1.3453674e+01 -1.6375650e+01 -3.4282651e-02 -7.0215727e-04
  2.0650137e-02 -1.3573128e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.21,2,9.487454414367676,1.5543252229690552,2.3358049392700195,0.047691427171230316,"[-3.3368530e+01 -1.0663874e+01 -1.0809616e+01 -2.7803466e-02
  2.0989673e-02 -2.0505710e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.21,3,7.874218463897705,7.286136150360107,-7.196990966796875,0.05417696759104729,"[-2.6808273e+01 -4.2481724e+01 -3.1484911e-01  3.9867911e-02
  1.6547954e-02 -1.1261280e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.22,0,-2.6220643520355225,-4.449023723602295,-4.424008846282959,0.04350165277719498,[ 7.2724404  -2.8341632  -2.5447454  -0.19605468  0.03260573  2.1357222 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.22,1,4.184957981109619,1.069039225578308,-9.509354591369629,0.048350799828767776,"[-1.2543885e+01 -1.4503583e+01 -2.3256036e-02  1.8726436e-04
  2.0079536e-02 -1.3800821e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.22,2,9.47204303741455,1.544542670249939,2.3194425106048584,0.047628749161958694,"[-3.1165531e+01 -9.4609156e+00 -8.4904766e+00  1.5347125e-02
  2.0350182e-02 -2.0489607e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.22,3,7.86122989654541,7.2665910720825195,-7.199807167053223,0.05410591512918472,"[-2.5029654e+01 -3.7990284e+01 -2.1813458e-01  4.2137384e-02
  1.6079297e-02 -1.1480879e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.23,0,-2.618581533432007,-4.451948165893555,-4.437192916870117,0.0435321144759655,[ 6.8898034  -2.5147302  -1.6248865  -0.10061746  0.03174278  2.1864681 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.23,1,4.178220748901367,1.0554982423782349,-9.509661674499512,0.048331499099731445,"[-1.1687285e+01 -1.2817035e+01 -1.4467269e-02  9.4005157e-04
  1.9557323e-02 -1.4026601e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.23,2,9.456283569335938,1.5346487760543823,2.3029673099517822,0.04756657034158707,"[-2.9091198e+01 -8.3774233e+00 -6.6370587e+00  5.2130911e-02
  1.9733179e-02 -2.0386209e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.23,3,7.84796142578125,7.246602535247803,-7.202626705169678,0.0540345124900341,"[-2.3355284e+01 -3.3944988e+01 -1.4169590e-01  4.3925054e-02
  1.5628904e-02 -1.1697630e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.24,0,-2.615022897720337,-4.454902172088623,-4.450403690338135,0.043564751744270325,[ 6.5310597  -2.2264216  -0.88619465 -0.0128721   0.03107865  2.211909  ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.24,1,4.171352863311768,1.0418058633804321,-9.509968757629395,0.048312652856111526,"[-1.0880845e+01 -1.1297716e+01 -7.4768164e-03  1.5937105e-03
  1.9023549e-02 -1.4249686e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.24,2,9.44019889831543,1.5246561765670776,2.2864034175872803,0.047504909336566925,"[-2.7138037e+01 -7.4015326e+00 -5.1563430e+00  8.2848445e-02
  1.9132772e-02 -2.0214975e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.24,3,7.834432125091553,7.226217269897461,-7.205448627471924,0.0539628230035305,"[-2.1779039e+01 -3.0301512e+01 -8.1385992e-02  4.5291230e-02
  1.5193358e-02 -1.1910738e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.25,0,-2.6113922595977783,-4.457882404327393,-4.4636311531066895,0.04359930008649826,[ 6.194705   -1.9662138  -0.2925977   0.06349895  0.0305966   2.2156675 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.25,1,4.164362907409668,1.0279796123504639,-9.510275840759277,0.04829428717494011,"[-1.01216755e+01 -9.92904282e+00 -1.93184952e-03  1.94601098e-03
  1.90204028e-02 -1.44720376e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.25,2,9.423810958862305,1.5145760774612427,2.269770383834839,0.047443777322769165,"[-2.5298948e+01 -6.5225649e+00 -3.9736829e+00  1.0805125e-01
  1.8572191e-02 -1.9992129e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.25,3,7.8206586837768555,7.205477714538574,-7.2082719802856445,0.053890906274318695,"[-2.0295156e+01 -2.7020052e+01 -3.3953208e-02  4.6286087e-02
  1.4775923e-02 -1.2119424e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.26,0,-2.6076934337615967,-4.460886001586914,-4.476868152618408,0.04363546147942543,[ 5.8793507  -1.7314149   0.18487038  0.12701324  0.02997685  2.2019534 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.26,1,4.157259464263916,1.0140354633331299,-9.51058292388916,0.04827636480331421,"[-9.4070673e+00 -8.6962137e+00  2.4688789e-03  2.4204119e-03
  1.8510744e-02 -1.4688587e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.26,2,9.407139778137207,1.5044187307357788,2.2530834674835205,0.04738319292664528,"[-2.3567286e+01 -5.7309279e+00 -3.0294640e+00  1.2835306e-01
  1.8022293e-02 -1.9730735e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.26,3,7.806657791137695,7.184422016143799,-7.211096286773682,0.05381880700588226,"[-1.88982449e+01 -2.40646286e+01  3.27730807e-03  4.69570644e-02
  1.43594565e-02 -1.23228371e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.27,0,-2.6039299964904785,-4.463910102844238,-4.490108013153076,0.04367294907569885,[ 5.5836587  -1.5195899   0.5693307   0.17758626  0.02921334  2.1746988 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
0.27,1,4.150050163269043,0.9999876618385315,-9.510890007019043,0.048258908092975616,"[-8.7344646e+00 -7.5857124e+00  5.9442529e-03  2.8200082e-03
  1.8014075e-02 -1.4901389e+00]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
0.27,2,9.390204429626465,1.4941933155059814,2.2363550662994385,0.04732314497232437,"[-2.1936781e+01 -5.0179510e+00 -2.2759085e+00  1.4441253e-01
  1.7485829e-02 -1.9441136e+00]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
0.27,3,7.792445182800293,7.163084030151367,-7.213921070098877,0.053746581077575684,"[-1.75831814e+01 -2.14029236e+01  3.23752761e-02  4.73453626e-02
  1.39619345e-02 -1.25204134e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
0.28,0,-2.6001052856445312,-4.466951847076416,-4.503345966339111,0.04371149092912674,[ 5.3064094  -1.3285694   0.87922496  0.21594828  0.02863174  2.137185  ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
